transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_f0aa6b5d,CUST_58187,4641892350958010,2024-09-30 00:00:42.656958+00:00,Gas,local,Truck Stop,162891.55,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Safari,web,d689440185b2c70b4a6c91d9719c990f,252.78.234.188,0,False,0,False,"{'num_transactions': 1287, 'total_amount': 157571719.8333717, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3735693.958259501}",False
TX_e6e9c5be,CUST_80596,5803833005392636,2024-09-30 00:00:43.184119+00:00,Gas,major,BP,176.91,GBP,UK,Unknown City,medium,Basic Debit,False,Firefox,web,0cda7f02c8cbda5969bc52447808329b,4.140.135.202,0,False,0,False,"{'num_transactions': 620, 'total_amount': 20620780.1489484, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3145835.1755270557}",False
TX_b13b1d7b,CUST_49060,5174346595104387,2024-09-30 00:00:44.942114+00:00,Retail,physical,Costco,312.47,GBP,UK,Unknown City,medium,Gold Credit,False,Firefox,web,788253e1b6c5e839a55bfc276a521190,121.195.214.139,0,False,0,False,"{'num_transactions': 108, 'total_amount': 830621.2726325853, 'unique_merchants': 65, 'unique_countries': 12, 'max_single_amount': 188479.55426629496}",False
TX_2eeac185,CUST_22643,6678654447183270,2024-09-30 00:00:46.011797+00:00,Restaurant,casual,TGI Fridays,77250.49,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Firefox,web,88609fc163d28e192ae07de22574ad55,58.221.15.185,1,False,0,False,"{'num_transactions': 787, 'total_amount': 38052017.69616328, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5720943.827882958}",True
TX_8c3c3d81,CUST_63315,6639810075539682,2024-09-30 00:00:47.124553+00:00,Grocery,online,FreshDirect,502.14,BRL,Brazil,Unknown City,medium,Basic Credit,False,Edge,web,c11b7c7c85fd451b6b0d994be36f540f,163.220.203.50,0,False,0,False,"{'num_transactions': 628, 'total_amount': 17089514.400589857, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 973270.0374252159}",False
TX_06a0fbc4,CUST_88359,5171880668291229,2024-09-30 00:00:47.292919+00:00,Gas,local,Local Gas Station,775547.68,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Edge,web,8454b1dff5692f5a67a000f28a104c8e,4.41.68.193,1,False,0,False,"{'num_transactions': 1163, 'total_amount': 49657790.1841723, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1987555.2062301815}",True
TX_1004b116,CUST_36268,5020251197983855,2024-09-30 00:00:49.499688+00:00,Gas,major,Chevron,14419.77,RUB,Russia,Unknown City,medium,Basic Debit,False,iOS App,mobile,2e85228cee2f54153455caefe668accc,240.47.195.159,1,False,0,False,"{'num_transactions': 178, 'total_amount': 1253506.3224917217, 'unique_merchants': 83, 'unique_countries': 12, 'max_single_amount': 500038.63646587974}",False
TX_f6c71c78,CUST_24112,372914476001708,2024-09-30 00:00:50.805444+00:00,Grocery,online,FreshDirect,66.91,MXN,Mexico,Unknown City,medium,Basic Debit,False,Edge,web,317577828291821631783f6cacd18962,23.104.69.225,1,False,0,False,"{'num_transactions': 324, 'total_amount': 12886075.337785687, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 1501888.3295314105}",True
TX_aad7fad3,CUST_14915,6349181124148680,2024-09-30 00:00:51.085161+00:00,Retail,physical,Costco,32844.58,MXN,Mexico,Unknown City,medium,Gold Credit,False,Safari,web,d6acae2aac5dcea31b44e51cd4a5abbb,15.110.71.65,1,False,0,False,"{'num_transactions': 1007, 'total_amount': 21292940.312172793, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1549213.9740571487}",True
TX_39b3049d,CUST_36753,5565649895820785,2024-09-30 00:00:51.823731+00:00,Retail,online,Amazon,283.82,GBP,UK,Unknown City,medium,Premium Debit,False,Firefox,web,8ac2c7a9fc68478bfd6614cf3db66ee7,189.234.27.84,0,False,0,False,"{'num_transactions': 360, 'total_amount': 13994579.899077807, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 4808310.412409823}",False
TX_cf1fa093,CUST_36095,6387700510040756,2024-09-30 00:00:52.020423+00:00,Retail,online,Newegg,422.15,GBP,UK,Unknown City,medium,Premium Debit,False,Android App,mobile,bfde2624c559ff5a1aed92afe38cf82b,175.194.111.104,0,False,0,False,"{'num_transactions': 743, 'total_amount': 28948925.94666789, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5048751.305464013}",False
TX_8e02c05b,CUST_29853,6115864323767762,2024-09-30 00:00:52.629647+00:00,Retail,physical,Nike Store,429.89,USD,USA,Phoenix,medium,Basic Debit,False,Edge,web,e737e43bf25016900dce268b42dfd3d3,36.247.15.242,0,False,0,False,"{'num_transactions': 1656, 'total_amount': 38253797.52854802, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2410080.757360166}",False
TX_aec8752b,CUST_51017,6776627091315423,2024-09-30 00:00:52.999217+00:00,Entertainment,streaming,Amazon Prime,208.17,CAD,Canada,Unknown City,medium,Premium Debit,False,iOS App,mobile,6d5f68114eed1a3bfdfc885c4191fd15,5.56.192.113,0,True,0,False,"{'num_transactions': 1383, 'total_amount': 32611844.104974218, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3572123.4156688065}",False
TX_f3f8bb21,CUST_74505,5370986055086343,2024-09-30 00:00:53.545857+00:00,Gas,local,Truck Stop,50789.99,JPY,Japan,Unknown City,medium,Gold Credit,False,iOS App,mobile,5fd0b9463ac55d04fc2f101b38098267,92.219.202.196,0,False,0,False,"{'num_transactions': 647, 'total_amount': 33011710.443396088, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1343841.9946229775}",False
TX_b1e5347d,CUST_34774,6318939554546393,2024-09-30 00:00:53.729979+00:00,Entertainment,streaming,Amazon Prime,87.52,EUR,France,Unknown City,medium,Basic Credit,False,Android App,mobile,42315ab8d3ef234062d8b9205cb59e64,110.15.0.212,0,True,0,False,"{'num_transactions': 1403, 'total_amount': 45881602.88483096, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4551243.603306092}",False
TX_be4ade0a,CUST_82253,6209460829391848,2024-09-30 00:00:54.545302+00:00,Grocery,physical,Aldi,147.71,GBP,UK,Unknown City,medium,Basic Debit,False,Chrome,web,f4cff919e003ec9ae06bcf330836ab5a,61.228.100.174,0,False,0,False,"{'num_transactions': 987, 'total_amount': 11714589.049192151, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 724634.5380597104}",False
TX_0b72f995,CUST_19540,377986383426959,2024-09-30 00:00:54.867190+00:00,Education,online,MasterClass,868.44,USD,USA,San Diego,medium,Platinum Credit,False,iOS App,mobile,0669f577145a7d1cfa6b8c61834043e5,199.194.203.35,1,False,0,False,"{'num_transactions': 317, 'total_amount': 9255673.296794584, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 823149.8866100934}",False
TX_f8fa6746,CUST_84744,5757181315360943,2024-09-30 00:00:56.666078+00:00,Restaurant,casual,TGI Fridays,129.17,USD,USA,Los Angeles,large,Gold Credit,False,Android App,mobile,0128b3527fd5a195ef2d765dca659d67,144.60.133.99,0,False,0,False,"{'num_transactions': 1754, 'total_amount': 551367023.2162919, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4062623.0165612386}",False
TX_7f8439b9,CUST_97360,6629065301326550,2024-09-30 00:00:58.654874+00:00,Restaurant,fast_food,Burger King,228.91,BRL,Brazil,Unknown City,medium,Basic Debit,False,Firefox,web,6224d8b55c0d4091a542ff931f6951a0,21.214.162.67,1,False,0,False,"{'num_transactions': 643, 'total_amount': 25003137.948925123, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2197144.092178818}",True
